1	-0.137501
2	0.0606814
3	-0.0456182
4	0.0346575
5	-0.0277474
6	0.0244526
7	-0.0200778
8	0.0189784
9	-0.0157838
10	0.0155502
11	-0.0130262
12	0.0131938
13	-0.0110974
14	0.0114694
15	-0.00966674
16	0.0101495
17	-0.00855937
18	0.00910404
19	-0.00767335
20	0.00825288
21	-0.00694513
22	0.00754406
23	-0.00633289
24	0.00694236
25	-0.00580774
26	0.00642259
27	-0.005349
28	0.00596668
29	-0.00494143
30	0.00556104
31	-0.00457335
32	0.00519483
33	-0.00423511
34	0.00485908
35	-0.00391874
36	0.00454642
37	-0.00361654
38	0.00425003
39	-0.00332209
40	0.00396325
41	-0.00302572
42	0.00367794
43	-0.00271714
44	0.00338479
45	-0.00237948
46	0.00306898
47	-0.00198221
48	0.0027055
49	-0.00143931
50	0.00222849
