0	0.125
1	0.04727
2	-0.00263178
3	0.00465569
4	-0.000650471
5	0.00156299
6	-0.00030302
7	0.000747915
8	-0.000177657
9	0.000424914
10	-0.000117945
11	0.000267069
12	-8.47183e-05
13	0.00017933
14	-6.43253e-05
15	0.000126115
16	-5.09103e-05
17	9.17259e-05
18	-4.16178e-05
19	6.8405e-05
20	-3.49268e-05
21	5.19851e-05
22	-2.99667e-05
23	4.00756e-05
24	-2.62085e-05
25	3.12293e-05
26	-2.3316e-05
27	2.45267e-05
28	-2.1061e-05
29	1.93648e-05
30	-1.92909e-05
31	1.53329e-05
32	-1.78978e-05
33	1.21507e-05
34	-1.68062e-05
35	9.61622e-06
36	-1.59685e-05
37	7.59027e-06
38	-1.53546e-05
39	5.9663e-06
40	-1.49462e-05
41	4.67032e-06
42	-1.47479e-05
43	3.64868e-06
44	-1.47879e-05
45	2.8613e-06
46	-1.51501e-05
47	2.26775e-06
48	-1.61038e-05
49	1.82001e-06
50	-1.9518e-05
