0	0.12894
1	0.0534419
2	0.00317345
3	0.00645522
4	0.00107235
5	0.00236708
6	0.000579541
7	0.00121491
8	0.000374379
9	0.000735378
10	0.000267488
11	0.000490232
12	0.000202633
13	0.000348977
14	0.00015964
15	0.000260569
16	0.000129696
17	0.000201623
18	0.000108116
19	0.000160316
20	9.21047e-05
21	0.00013014
22	7.98844e-05
23	0.000107343
24	7.031e-05
25	8.96554e-05
26	6.26118e-05
27	7.56327e-05
28	5.62859e-05
29	6.4319e-05
30	5.09854e-05
31	5.5065e-05
32	4.64673e-05
33	4.74102e-05
34	4.25659e-05
35	4.10221e-05
36	3.91594e-05
37	3.56517e-05
38	3.61611e-05
39	3.11098e-05
40	3.35005e-05
41	2.72488e-05
42	3.11279e-05
43	2.39522e-05
44	2.90008e-05
45	2.11261e-05
46	2.7087e-05
47	1.86972e-05
48	2.53595e-05
49	1.66029e-05
50	2.37958e-05
51	1.47912e-05
52	2.23769e-05
53	1.32262e-05
54	2.10836e-05
55	1.18671e-05
56	1.99032e-05
57	1.06795e-05
58	1.88253e-05
59	9.64006e-06
60	1.78373e-05
61	8.72909e-06
62	1.69289e-05
63	7.93009e-06
64	1.60915e-05
65	7.22794e-06
66	1.53175e-05
67	6.6093e-06
68	1.46001e-05
69	6.06351e-06
70	1.39331e-05
71	5.5818e-06
72	1.33128e-05
73	5.155e-06
74	1.27347e-05
75	4.77581e-06
76	1.21925e-05
77	4.43626e-06
78	1.16858e-05
79	4.13282e-06
80	1.12113e-05
81	3.86165e-06
82	1.07648e-05
83	3.61761e-06
84	1.03434e-05
85	3.39745e-06
86	9.94524e-06
87	3.19779e-06
88	9.56856e-06
89	3.01715e-06
90	9.21083e-06
91	2.85287e-06
92	8.87037e-06
93	2.70228e-06
94	8.54651e-06
95	2.56389e-06
96	8.23791e-06
97	2.43627e-06
98	7.94317e-06
99	2.31827e-06
100	7.66095e-06
101	2.20906e-06
102	7.39056e-06
103	2.10764e-06
104	7.13092e-06
105	2.01316e-06
106	6.88141e-06
107	1.92498e-06
108	6.64162e-06
109	1.8425e-06
110	6.41118e-06
111	1.76499e-06
112	6.18922e-06
113	1.69187e-06
114	5.9751e-06
115	1.62141e-06
116	5.7674e-06
117	1.55489e-06
118	5.56716e-06
119	1.49066e-06
120	5.37229e-06
121	1.42958e-06
122	5.18407e-06
123	1.37148e-06
124	5.00485e-06
125	1.31549e-06
126	4.83359e-06
127	1.26128e-06
128	4.6663e-06
129	1.21002e-06
130	4.50661e-06
131	1.1611e-06
132	4.3529e-06
133	1.1143e-06
134	4.20426e-06
135	1.06943e-06
136	4.05911e-06
137	1.02616e-06
138	3.91882e-06
139	9.84528e-07
140	3.78259e-06
141	9.44185e-07
142	3.64993e-06
143	9.05322e-07
144	3.52189e-06
145	8.69709e-07
146	3.39622e-06
147	8.34593e-07
148	3.274e-06
149	8.01145e-07
150	3.15541e-06
151	7.65988e-07
152	3.04157e-06
153	7.31346e-07
154	2.93161e-06
155	6.97526e-07
156	2.82449e-06
157	6.64978e-07
158	2.71977e-06
159	6.33489e-07
160	2.6175e-06
161	6.02746e-07
162	2.51681e-06
163	5.73263e-07
164	2.41979e-06
165	5.45324e-07
166	2.32609e-06
167	5.19338e-07
168	2.23529e-06
169	4.94107e-07
170	2.14456e-06
171	4.71147e-07
172	2.05757e-06
173	4.47895e-07
174	1.97257e-06
175	4.27583e-07
176	1.89439e-06
177	4.01871e-07
178	1.81739e-06
179	3.7578e-07
180	1.73866e-06
181	3.498e-07
182	1.65821e-06
183	3.2634e-07
184	1.57781e-06
185	3.0133e-07
186	1.49674e-06
187	2.76977e-07
188	1.41653e-06
189	2.51913e-07
190	1.33622e-06
191	2.25495e-07
192	1.25239e-06
193	1.97968e-07
194	1.16796e-06
195	1.69645e-07
196	1.0758e-06
197	1.38155e-07
198	9.7186e-07
199	9.07362e-08
200	8.15038e-07
